# X, Y, Z, tdens
-0.001 0 0.054 0
0 0 0.054 0
0.001 0 0.054 0
0.002 0 0.054 0
0.003 0 0.054 0
0.004 0 0.054 0
0.005 0 0.054 0
0.006 0 0.054 0
0.007 0 0.054 0
0.008 0 0.054 0
0.009 0 0.054 0
0.01 0 0.054 0
0.011 0 0.054 0
0.012 0 0.054 0
0.013 0 0.054 0
0.014 0 0.054 0
0.015 0 0.054 0
0.016 0 0.054 0
0.017 0 0.054 0
0.018 0 0.054 0
0.019 0 0.054 0
0.02 0 0.054 0
0.021 0 0.054 0
0.022 0 0.054 0
0.023 0 0.054 0
0.024 0 0.054 0
0.025 0 0.054 0
0.026 0 0.054 0
0.027 0 0.054 0
0.028 0 0.054 0
0.029 0 0.054 0
0.03 0 0.054 0
0.031 0 0.054 0
0.032 0 0.054 0
0.033 0 0.054 0
0.034 0 0.054 0
0.035 0 0.054 0
-0.035 0 0.055 0
-0.034 0 0.055 0
-0.033 0 0.055 0
-0.032 0 0.055 0
-0.031 0 0.055 0
-0.03 0 0.055 0
-0.029 0 0.055 0
-0.028 0 0.055 0
-0.027 0 0.055 0
-0.026 0 0.055 0
-0.025 0 0.055 0
-0.024 0 0.055 0
-0.023 0 0.055 0
-0.022 0 0.055 0
-0.021 0 0.055 0
-0.02 0 0.055 0
-0.019 0 0.055 0
-0.018 0 0.055 0
-0.017 0 0.055 0
-0.016 0 0.055 0
-0.015 0 0.055 0
-0.014 0 0.055 0
-0.013 0 0.055 0
-0.012 0 0.055 0
-0.011 0 0.055 0
-0.01 0 0.055 0
-0.009 0 0.055 0
-0.008 0 0.055 0
-0.007 0 0.055 0
-0.006 0 0.055 0
-0.005 0 0.055 0
-0.004 0 0.055 0
-0.003 0 0.055 0
-0.002 0 0.055 0
-0.001 0 0.055 0
0 0 0.055 0
0.001 0 0.055 0
0.002 0 0.055 0
0.003 0 0.055 0
0.004 0 0.055 0
0.005 0 0.055 0
0.006 0 0.055 0
0.007 0 0.055 0
0.008 0 0.055 0
0.009 0 0.055 0
0.01 0 0.055 0
0.011 0 0.055 0
0.012 0 0.055 0
0.013 0 0.055 0
0.014 0 0.055 0
0.015 0 0.055 0
0.016 0 0.055 0
0.017 0 0.055 0
0.018 0 0.055 0
0.019 0 0.055 0
0.02 0 0.055 0
0.021 0 0.055 0
0.022 0 0.055 0
0.023 0 0.055 0
0.024 0 0.055 0
0.025 0 0.055 0
0.026 0 0.055 0
0.027 0 0.055 0
0.028 0 0.055 0
0.029 0 0.055 0
0.03 0 0.055 0
0.031 0 0.055 0
0.032 0 0.055 0
0.033 0 0.055 0
0.034 0 0.055 0
0.035 0 0.055 0
-0.035 0 0.056 0
-0.034 0 0.056 0
-0.033 0 0.056 0
-0.032 0 0.056 0
-0.031 0 0.056 0
-0.03 0 0.056 0
-0.029 0 0.056 0
-0.028 0 0.056 0
-0.027 0 0.056 0
-0.026 0 0.056 0
-0.025 0 0.056 0
-0.024 0 0.056 0
-0.023 0 0.056 0
-0.022 0 0.056 0
-0.021 0 0.056 0
-0.02 0 0.056 0
-0.019 0 0.056 0
-0.018 0 0.056 0
-0.017 0 0.056 0
-0.016 0 0.056 0
-0.015 0 0.056 0
-0.014 0 0.056 0
-0.013 0 0.056 0
-0.012 0 0.056 0
-0.011 0 0.056 0
-0.01 0 0.056 0
-0.009 0 0.056 0
-0.008 0 0.056 0
-0.007 0 0.056 0
-0.006 0 0.056 0
-0.005 0 0.056 0
-0.004 0 0.056 0
-0.003 0 0.056 0
-0.002 0 0.056 0
-0.001 0 0.056 0
0 0 0.056 0
0.001 0 0.056 0
0.002 0 0.056 0
0.003 0 0.056 0
0.004 0 0.056 0
0.005 0 0.056 0
0.006 0 0.056 0
0.007 0 0.056 0
0.008 0 0.056 0
0.009 0 0.056 0
0.01 0 0.056 0
0.011 0 0.056 0
0.012 0 0.056 0
0.013 0 0.056 0
0.014 0 0.056 0
0.015 0 0.056 0
0.016 0 0.056 0
0.017 0 0.056 0
0.018 0 0.056 0
0.019 0 0.056 0
0.02 0 0.056 0
0.021 0 0.056 0
0.022 0 0.056 0
0.023 0 0.056 0
0.024 0 0.056 0
0.025 0 0.056 0
0.026 0 0.056 0
0.027 0 0.056 0
0.028 0 0.056 0
0.029 0 0.056 0
0.03 0 0.056 0
0.031 0 0.056 0
0.032 0 0.056 0
0.033 0 0.056 0
0.034 0 0.056 0
0.035 0 0.056 0
-0.035 0 0.057 0
-0.034 0 0.057 0
-0.033 0 0.057 0
-0.032 0 0.057 0
-0.031 0 0.057 0
-0.03 0 0.057 0
-0.029 0 0.057 0
-0.028 0 0.057 0
-0.027 0 0.057 0
-0.026 0 0.057 0
-0.025 0 0.057 0
-0.024 0 0.057 0
-0.023 0 0.057 0
-0.022 0 0.057 0
-0.021 0 0.057 0
-0.02 0 0.057 0
-0.019 0 0.057 0
-0.018 0 0.057 0
-0.017 0 0.057 0
-0.016 0 0.057 0
-0.015 0 0.057 0
-0.014 0 0.057 0
-0.013 0 0.057 0
-0.012 0 0.057 0
-0.011 0 0.057 0
-0.01 0 0.057 0
-0.009 0 0.057 0
-0.008 0 0.057 0
-0.007 0 0.057 0
-0.006 0 0.057 0
-0.005 0 0.057 0
-0.004 0 0.057 0
-0.003 0 0.057 0
-0.002 0 0.057 0
-0.001 0 0.057 0
0 0 0.057 0
0.001 0 0.057 0
0.002 0 0.057 0
0.003 0 0.057 0
0.004 0 0.057 0
0.005 0 0.057 0
0.006 0 0.057 0
0.007 0 0.057 0
0.008 0 0.057 0
0.009 0 0.057 0
0.01 0 0.057 0
0.011 0 0.057 0
0.012 0 0.057 0
0.013 0 0.057 0
0.014 0 0.057 0
0.015 0 0.057 0
0.016 0 0.057 0
0.017 0 0.057 0
0.018 0 0.057 0
0.019 0 0.057 0
0.02 0 0.057 0
0.021 0 0.057 0
0.022 0 0.057 0
0.023 0 0.057 0
0.024 0 0.057 0
0.025 0 0.057 0
0.026 0 0.057 0
0.027 0 0.057 0
0.028 0 0.057 0
0.029 0 0.057 0
0.03 0 0.057 0
0.031 0 0.057 0
0.032 0 0.057 0
0.033 0 0.057 0
0.034 0 0.057 0
0.035 0 0.057 0
-0.035 0 0.058 0
-0.034 0 0.058 0
-0.033 0 0.058 0
-0.032 0 0.058 0
-0.031 0 0.058 0
-0.03 0 0.058 0
-0.029 0 0.058 0
-0.028 0 0.058 0
-0.027 0 0.058 0
-0.026 0 0.058 0
-0.025 0 0.058 0
-0.024 0 0.058 0
-0.023 0 0.058 0
-0.022 0 0.058 0
-0.021 0 0.058 0
-0.02 0 0.058 0
-0.019 0 0.058 0
-0.018 0 0.058 0
-0.017 0 0.058 0
-0.016 0 0.058 0
-0.015 0 0.058 0
-0.014 0 0.058 0
-0.013 0 0.058 0
-0.012 0 0.058 0
-0.011 0 0.058 0
-0.01 0 0.058 0
-0.009 0 0.058 0
-0.008 0 0.058 0
-0.007 0 0.058 0
-0.006 0 0.058 0
-0.005 0 0.058 0
-0.004 0 0.058 0
-0.003 0 0.058 0
-0.002 0 0.058 0
-0.001 0 0.058 0
0 0 0.058 0
0.001 0 0.058 0
0.002 0 0.058 0
0.003 0 0.058 0
0.004 0 0.058 0
0.005 0 0.058 0
0.006 0 0.058 0
0.007 0 0.058 0
0.008 0 0.058 0
0.009 0 0.058 0
0.01 0 0.058 0
0.011 0 0.058 0
0.012 0 0.058 0
0.013 0 0.058 0
0.014 0 0.058 0
0.015 0 0.058 0
0.016 0 0.058 0
0.017 0 0.058 0
0.018 0 0.058 0
0.019 0 0.058 0
0.02 0 0.058 0
0.021 0 0.058 0
0.022 0 0.058 0
0.023 0 0.058 0
0.024 0 0.058 0
0.025 0 0.058 0
0.026 0 0.058 0
0.027 0 0.058 0
0.028 0 0.058 0
0.029 0 0.058 0
0.03 0 0.058 0
0.031 0 0.058 0
0.032 0 0.058 0
0.033 0 0.058 0
0.034 0 0.058 0
0.035 0 0.058 0
-0.035 0 0.059 0
-0.034 0 0.059 0
-0.033 0 0.059 0
-0.032 0 0.059 0
-0.031 0 0.059 0
-0.03 0 0.059 0
-0.029 0 0.059 0
-0.028 0 0.059 0
-0.027 0 0.059 0
-0.026 0 0.059 0
-0.025 0 0.059 0
-0.024 0 0.059 0
-0.023 0 0.059 0
-0.022 0 0.059 0
-0.021 0 0.059 0
-0.02 0 0.059 0
-0.019 0 0.059 0
-0.018 0 0.059 0
-0.017 0 0.059 0
-0.016 0 0.059 0
-0.015 0 0.059 0
-0.014 0 0.059 0
-0.013 0 0.059 0
-0.012 0 0.059 0
-0.011 0 0.059 0
-0.01 0 0.059 0
-0.009 0 0.059 0
-0.008 0 0.059 0
-0.007 0 0.059 0
-0.006 0 0.059 0
-0.005 0 0.059 0
-0.004 0 0.059 0
-0.003 0 0.059 0
-0.002 0 0.059 0
-0.001 0 0.059 0
0 0 0.059 0
0.001 0 0.059 0
0.002 0 0.059 0
0.003 0 0.059 0
0.004 0 0.059 0
0.005 0 0.059 0
0.006 0 0.059 0
0.007 0 0.059 0
0.008 0 0.059 0
0.009 0 0.059 0
0.01 0 0.059 0
0.011 0 0.059 0
0.012 0 0.059 0
0.013 0 0.059 0
0.014 0 0.059 0
0.015 0 0.059 0
0.016 0 0.059 0
0.017 0 0.059 0
0.018 0 0.059 0
0.019 0 0.059 0
0.02 0 0.059 0
0.021 0 0.059 0
0.022 0 0.059 0
0.023 0 0.059 0
0.024 0 0.059 0
0.025 0 0.059 0
0.026 0 0.059 0
0.027 0 0.059 0
0.028 0 0.059 0
0.029 0 0.059 0
0.03 0 0.059 0
0.031 0 0.059 0
0.032 0 0.059 0
0.033 0 0.059 0
0.034 0 0.059 0
0.035 0 0.059 0
-0.035 0 0.06 0
-0.034 0 0.06 0
-0.033 0 0.06 0
-0.032 0 0.06 0
-0.031 0 0.06 0
-0.03 0 0.06 0
-0.029 0 0.06 0
-0.028 0 0.06 0
-0.027 0 0.06 0
-0.026 0 0.06 0
-0.025 0 0.06 0
-0.024 0 0.06 0
-0.023 0 0.06 0
-0.022 0 0.06 0
-0.021 0 0.06 0
-0.02 0 0.06 0
-0.019 0 0.06 0
-0.018 0 0.06 0
-0.017 0 0.06 0
-0.016 0 0.06 0
-0.015 0 0.06 0
-0.014 0 0.06 0
-0.013 0 0.06 0
-0.012 0 0.06 0
-0.011 0 0.06 0
-0.01 0 0.06 0
-0.009 0 0.06 0
-0.008 0 0.06 0
-0.007 0 0.06 0
-0.006 0 0.06 0
-0.005 0 0.06 0
-0.004 0 0.06 0
-0.003 0 0.06 0
-0.002 0 0.06 0
-0.001 0 0.06 0
0 0 0.06 0
0.001 0 0.06 0
0.002 0 0.06 0
0.003 0 0.06 0
0.004 0 0.06 0
0.005 0 0.06 0
0.006 0 0.06 0
0.007 0 0.06 0
0.008 0 0.06 0
0.009 0 0.06 0
0.01 0 0.06 0
0.011 0 0.06 0
0.012 0 0.06 0
0.013 0 0.06 0
0.014 0 0.06 0
0.015 0 0.06 0
0.016 0 0.06 0
0.017 0 0.06 0
0.018 0 0.06 0
0.019 0 0.06 0
0.02 0 0.06 0
0.021 0 0.06 0
0.022 0 0.06 0
0.023 0 0.06 0
0.024 0 0.06 0
0.025 0 0.06 0
0.026 0 0.06 0
0.027 0 0.06 0
0.028 0 0.06 0
0.029 0 0.06 0
0.03 0 0.06 0
0.031 0 0.06 0
0.032 0 0.06 0
0.033 0 0.06 0
0.034 0 0.06 0
0.035 0 0.06 0
-0.035 0 0.061 0
-0.034 0 0.061 0
-0.033 0 0.061 0
-0.032 0 0.061 0
-0.031 0 0.061 0
-0.03 0 0.061 0
-0.029 0 0.061 0
-0.028 0 0.061 0
-0.027 0 0.061 0
-0.026 0 0.061 0
-0.025 0 0.061 0
-0.024 0 0.061 0
-0.023 0 0.061 0
-0.022 0 0.061 0
-0.021 0 0.061 0
-0.02 0 0.061 0
-0.019 0 0.061 0
-0.018 0 0.061 0
-0.017 0 0.061 0
-0.016 0 0.061 0
-0.015 0 0.061 0
-0.014 0 0.061 0
-0.013 0 0.061 0
-0.012 0 0.061 0
-0.011 0 0.061 0
-0.01 0 0.061 0
-0.009 0 0.061 0
-0.008 0 0.061 0
-0.007 0 0.061 0
-0.006 0 0.061 0
-0.005 0 0.061 0
-0.004 0 0.061 0
-0.003 0 0.061 0
-0.002 0 0.061 0
-0.001 0 0.061 0
0 0 0.061 0
0.001 0 0.061 0
0.002 0 0.061 0
0.003 0 0.061 0
0.004 0 0.061 0
0.005 0 0.061 0
0.006 0 0.061 0
0.007 0 0.061 0
0.008 0 0.061 0
0.009 0 0.061 0
0.01 0 0.061 0
0.011 0 0.061 0
0.012 0 0.061 0
0.013 0 0.061 0
0.014 0 0.061 0
0.015 0 0.061 0
0.016 0 0.061 0
0.017 0 0.061 0
0.018 0 0.061 0
0.019 0 0.061 0
0.02 0 0.061 0
0.021 0 0.061 0
0.022 0 0.061 0
0.023 0 0.061 0
0.024 0 0.061 0
0.025 0 0.061 0
0.026 0 0.061 0
0.027 0 0.061 0
0.028 0 0.061 0
0.029 0 0.061 0
0.03 0 0.061 0
0.031 0 0.061 0
0.032 0 0.061 0
0.033 0 0.061 0
0.034 0 0.061 0
0.035 0 0.061 0
-0.035 0 0.062 0
-0.034 0 0.062 0
-0.033 0 0.062 0
-0.032 0 0.062 0
-0.031 0 0.062 0
-0.03 0 0.062 0
-0.029 0 0.062 0
-0.028 0 0.062 0
-0.027 0 0.062 0
-0.026 0 0.062 0
-0.025 0 0.062 0
-0.024 0 0.062 0
-0.023 0 0.062 0
-0.022 0 0.062 0
-0.021 0 0.062 0
-0.02 0 0.062 0
-0.019 0 0.062 0
-0.018 0 0.062 0
-0.017 0 0.062 0
-0.016 0 0.062 0
-0.015 0 0.062 0
-0.014 0 0.062 0
-0.013 0 0.062 0
-0.012 0 0.062 0
-0.011 0 0.062 0
-0.01 0 0.062 0
-0.009 0 0.062 0
-0.008 0 0.062 0
-0.007 0 0.062 0
-0.006 0 0.062 0
-0.005 0 0.062 0
-0.004 0 0.062 0
-0.003 0 0.062 0
-0.002 0 0.062 0
-0.001 0 0.062 0
0 0 0.062 0
0.001 0 0.062 0
0.002 0 0.062 0
0.003 0 0.062 0
0.004 0 0.062 0
0.005 0 0.062 0
0.006 0 0.062 0
0.007 0 0.062 0
0.008 0 0.062 0
0.009 0 0.062 0
0.01 0 0.062 0
0.011 0 0.062 0
0.012 0 0.062 0
0.013 0 0.062 0
0.014 0 0.062 0
0.015 0 0.062 0
0.016 0 0.062 0
0.017 0 0.062 0
0.018 0 0.062 0
0.019 0 0.062 0
0.02 0 0.062 0
0.021 0 0.062 0
0.022 0 0.062 0
0.023 0 0.062 0
0.024 0 0.062 0
0.025 0 0.062 0
0.026 0 0.062 0
0.027 0 0.062 0
0.028 0 0.062 0
0.029 0 0.062 0
0.03 0 0.062 0
0.031 0 0.062 0
0.032 0 0.062 0
0.033 0 0.062 0
0.034 0 0.062 0
0.035 0 0.062 0
-0.035 0 0.063 0
-0.034 0 0.063 0
-0.033 0 0.063 0
-0.032 0 0.063 0
-0.031 0 0.063 0
-0.03 0 0.063 0
-0.029 0 0.063 0
-0.028 0 0.063 0
-0.027 0 0.063 0
-0.026 0 0.063 0
-0.025 0 0.063 0
-0.024 0 0.063 0
-0.023 0 0.063 0
-0.022 0 0.063 0
-0.021 0 0.063 0
-0.02 0 0.063 0
-0.019 0 0.063 0
-0.018 0 0.063 0
-0.017 0 0.063 0
-0.016 0 0.063 0
-0.015 0 0.063 0
-0.014 0 0.063 0
-0.013 0 0.063 0
-0.012 0 0.063 0
-0.011 0 0.063 0
-0.01 0 0.063 0
-0.009 0 0.063 0
-0.008 0 0.063 0
-0.007 0 0.063 0
-0.006 0 0.063 0
-0.005 0 0.063 0
-0.004 0 0.063 0
-0.003 0 0.063 0
-0.002 0 0.063 0
-0.001 0 0.063 0
0 0 0.063 0
0.001 0 0.063 0
0.002 0 0.063 0
0.003 0 0.063 0
0.004 0 0.063 0
0.005 0 0.063 0
0.006 0 0.063 0
0.007 0 0.063 0
0.008 0 0.063 0
0.009 0 0.063 0
0.01 0 0.063 0
0.011 0 0.063 0
0.012 0 0.063 0
0.013 0 0.063 0
0.014 0 0.063 0
0.015 0 0.063 0
0.016 0 0.063 0
0.017 0 0.063 0
0.018 0 0.063 0
0.019 0 0.063 0
0.02 0 0.063 0
0.021 0 0.063 0
0.022 0 0.063 0
0.023 0 0.063 0
0.024 0 0.063 0
0.025 0 0.063 0
0.026 0 0.063 0
0.027 0 0.063 0
0.028 0 0.063 0
0.029 0 0.063 0
0.03 0 0.063 0
0.031 0 0.063 0
0.032 0 0.063 0
0.033 0 0.063 0
0.034 0 0.063 0
0.035 0 0.063 0
-0.035 0 0.064 0
-0.034 0 0.064 0
-0.033 0 0.064 0
-0.032 0 0.064 0
-0.031 0 0.064 0
-0.03 0 0.064 0
-0.029 0 0.064 0
-0.028 0 0.064 0
-0.027 0 0.064 0
-0.026 0 0.064 0
-0.025 0 0.064 0
-0.024 0 0.064 0
-0.023 0 0.064 0
-0.022 0 0.064 0
-0.021 0 0.064 0
-0.02 0 0.064 0
-0.019 0 0.064 0
-0.018 0 0.064 0
-0.017 0 0.064 0
-0.016 0 0.064 0
-0.015 0 0.064 0
-0.014 0 0.064 0
-0.013 0 0.064 0
-0.012 0 0.064 0
-0.011 0 0.064 0
-0.01 0 0.064 0
-0.009 0 0.064 0
-0.008 0 0.064 0
-0.007 0 0.064 0
-0.006 0 0.064 0
-0.005 0 0.064 0
-0.004 0 0.064 0
-0.003 0 0.064 0
-0.002 0 0.064 0
-0.001 0 0.064 0
0 0 0.064 0
0.001 0 0.064 0
0.002 0 0.064 0
0.003 0 0.064 0
0.004 0 0.064 0
0.005 0 0.064 0
0.006 0 0.064 0
0.007 0 0.064 0
0.008 0 0.064 0
0.009 0 0.064 0
0.01 0 0.064 0
0.011 0 0.064 0
0.012 0 0.064 0
0.013 0 0.064 0
0.014 0 0.064 0
0.015 0 0.064 0
0.016 0 0.064 0
0.017 0 0.064 0
0.018 0 0.064 0
0.019 0 0.064 0
0.02 0 0.064 0
0.021 0 0.064 0
0.022 0 0.064 0
0.023 0 0.064 0
0.024 0 0.064 0
0.025 0 0.064 0
0.026 0 0.064 0
0.027 0 0.064 0
0.028 0 0.064 0
0.029 0 0.064 0
0.03 0 0.064 0
0.031 0 0.064 0
0.032 0 0.064 0
0.033 0 0.064 0
0.034 0 0.064 0
0.035 0 0.064 0
-0.035 0 0.065 0
-0.034 0 0.065 0
-0.033 0 0.065 0
-0.032 0 0.065 0
-0.031 0 0.065 0
-0.03 0 0.065 0
-0.029 0 0.065 0
-0.028 0 0.065 0
-0.027 0 0.065 0
-0.026 0 0.065 0
-0.025 0 0.065 0
-0.024 0 0.065 0
-0.023 0 0.065 0
-0.022 0 0.065 0
-0.021 0 0.065 0
-0.02 0 0.065 0
-0.019 0 0.065 0
-0.018 0 0.065 0
-0.017 0 0.065 0
-0.016 0 0.065 0
-0.015 0 0.065 0
-0.014 0 0.065 0
-0.013 0 0.065 0
-0.012 0 0.065 0
-0.011 0 0.065 0
-0.01 0 0.065 0
-0.009 0 0.065 0
-0.008 0 0.065 0
-0.007 0 0.065 0
-0.006 0 0.065 0
-0.005 0 0.065 0
-0.004 0 0.065 0
-0.003 0 0.065 0
-0.002 0 0.065 0
-0.001 0 0.065 -1.70052e-12
0 0 0.065 -3.22821e-18
0.001 0 0.065 0
0.002 0 0.065 0
0.003 0 0.065 0
0.004 0 0.065 0
0.005 0 0.065 0
0.006 0 0.065 0
0.007 0 0.065 0
0.008 0 0.065 0
0.009 0 0.065 0
0.01 0 0.065 0
0.011 0 0.065 0
0.012 0 0.065 0
0.013 0 0.065 0
0.014 0 0.065 0
0.015 0 0.065 0
0.016 0 0.065 0
0.017 0 0.065 0
0.018 0 0.065 0
0.019 0 0.065 0
0.02 0 0.065 0
0.021 0 0.065 0
0.022 0 0.065 0
0.023 0 0.065 0
0.024 0 0.065 0
0.025 0 0.065 0
0.026 0 0.065 0
0.027 0 0.065 0
0.028 0 0.065 0
0.029 0 0.065 0
0.03 0 0.065 0
0.031 0 0.065 0
0.032 0 0.065 0
0.033 0 0.065 0
0.034 0 0.065 0
0.035 0 0.065 0
-0.035 0 0.066 0
-0.034 0 0.066 0
-0.033 0 0.066 0
-0.032 0 0.066 0
-0.031 0 0.066 0
-0.03 0 0.066 0
-0.029 0 0.066 0
-0.028 0 0.066 0
-0.027 0 0.066 0
-0.026 0 0.066 0
-0.025 0 0.066 0
-0.024 0 0.066 0
-0.023 0 0.066 0
-0.022 0 0.066 0
-0.021 0 0.066 0
-0.02 0 0.066 0
-0.019 0 0.066 0
-0.018 0 0.066 0
-0.017 0 0.066 0
-0.016 0 0.066 0
-0.015 0 0.066 0
-0.014 0 0.066 0
-0.013 0 0.066 0
-0.012 0 0.066 0
-0.011 0 0.066 0
-0.01 0 0.066 0
-0.009 0 0.066 0
-0.008 0 0.066 0
-0.007 0 0.066 0
-0.006 0 0.066 0
-0.005 0 0.066 0
-0.004 0 0.066 0
-0.003 0 0.066 0
-0.002 0 0.066 -0.743867
-0.001 0 0.066 -35.7134
0 0 0.066 -9.8534
0.001 0 0.066 0
0.002 0 0.066 0
0.003 0 0.066 0
0.004 0 0.066 0
0.005 0 0.066 0
0.006 0 0.066 0
0.007 0 0.066 0
0.008 0 0.066 0
0.009 0 0.066 0
0.01 0 0.066 0
0.011 0 0.066 0
0.012 0 0.066 0
0.013 0 0.066 0
0.014 0 0.066 0
0.015 0 0.066 0
0.016 0 0.066 0
0.017 0 0.066 0
0.018 0 0.066 0
0.019 0 0.066 0
0.02 0 0.066 0
0.021 0 0.066 0
0.022 0 0.066 0
0.023 0 0.066 0
0.024 0 0.066 0
0.025 0 0.066 0
0.026 0 0.066 0
0.027 0 0.066 0
0.028 0 0.066 0
0.029 0 0.066 0
0.03 0 0.066 0
0.031 0 0.066 0
0.032 0 0.066 0
0.033 0 0.066 0
0.034 0 0.066 0
0.035 0 0.066 0
-0.035 0 0.067 0
-0.034 0 0.067 0
-0.033 0 0.067 0
-0.032 0 0.067 0
-0.031 0 0.067 0
-0.03 0 0.067 0
-0.029 0 0.067 0
-0.028 0 0.067 0
-0.027 0 0.067 0
-0.026 0 0.067 0
-0.025 0 0.067 0
-0.024 0 0.067 0
-0.023 0 0.067 0
-0.022 0 0.067 0
-0.021 0 0.067 0
-0.02 0 0.067 0
-0.019 0 0.067 0
-0.018 0 0.067 0
-0.017 0 0.067 0
-0.016 0 0.067 0
-0.015 0 0.067 0
-0.014 0 0.067 0
-0.013 0 0.067 0
-0.012 0 0.067 0
-0.011 0 0.067 0
-0.01 0 0.067 0
-0.009 0 0.067 0
-0.008 0 0.067 0
-0.007 0 0.067 0
-0.006 0 0.067 0
-0.005 0 0.067 0
-0.004 0 0.067 0
-0.003 0 0.067 0
-0.002 0 0.067 -1.25055
-0.001 0 0.067 -74.2662
0 0 0.067 -24.7527
0.001 0 0.067 0
0.002 0 0.067 0
0.003 0 0.067 0
0.004 0 0.067 0
0.005 0 0.067 0
0.006 0 0.067 0
0.007 0 0.067 0
0.008 0 0.067 0
0.009 0 0.067 0
0.01 0 0.067 0
0.011 0 0.067 0
0.012 0 0.067 0
0.013 0 0.067 0
0.014 0 0.067 0
0.015 0 0.067 0
0.016 0 0.067 0
0.017 0 0.067 0
0.018 0 0.067 0
0.019 0 0.067 0
0.02 0 0.067 0
0.021 0 0.067 0
0.022 0 0.067 0
0.023 0 0.067 0
0.024 0 0.067 0
0.025 0 0.067 0
0.026 0 0.067 0
0.027 0 0.067 0
0.028 0 0.067 0
0.029 0 0.067 0
0.03 0 0.067 0
0.031 0 0.067 0
0.032 0 0.067 0
0.033 0 0.067 0
0.034 0 0.067 0
0.035 0 0.067 0
-0.035 0 0.068 0
-0.034 0 0.068 0
-0.033 0 0.068 0
-0.032 0 0.068 0
-0.031 0 0.068 0
-0.03 0 0.068 0
-0.029 0 0.068 0
-0.028 0 0.068 0
-0.027 0 0.068 0
-0.026 0 0.068 0
-0.025 0 0.068 0
-0.024 0 0.068 0
-0.023 0 0.068 0
-0.022 0 0.068 0
-0.021 0 0.068 0
-0.02 0 0.068 0
-0.019 0 0.068 0
-0.018 0 0.068 0
-0.017 0 0.068 0
-0.016 0 0.068 0
-0.015 0 0.068 0
-0.014 0 0.068 0
-0.013 0 0.068 0
-0.012 0 0.068 0
-0.011 0 0.068 0
-0.01 0 0.068 0
-0.009 0 0.068 0
-0.008 0 0.068 0
-0.007 0 0.068 0
-0.006 0 0.068 0
-0.005 0 0.068 0
-0.004 0 0.068 0
-0.003 0 0.068 0
-0.002 0 0.068 -0.83387
-0.001 0 0.068 -78.9518
0 0 0.068 -36.5205
0.001 0 0.068 0
0.002 0 0.068 0
0.003 0 0.068 0
0.004 0 0.068 0
0.005 0 0.068 0
0.006 0 0.068 0
0.007 0 0.068 0
0.008 0 0.068 0
0.009 0 0.068 0
0.01 0 0.068 0
0.011 0 0.068 0
0.012 0 0.068 0
0.013 0 0.068 0
0.014 0 0.068 0
0.015 0 0.068 0
0.016 0 0.068 0
0.017 0 0.068 0
0.018 0 0.068 0
0.019 0 0.068 0
0.02 0 0.068 0
0.021 0 0.068 0
0.022 0 0.068 0
0.023 0 0.068 0
0.024 0 0.068 0
0.025 0 0.068 0
0.026 0 0.068 0
0.027 0 0.068 0
0.028 0 0.068 0
0.029 0 0.068 0
0.03 0 0.068 0
0.031 0 0.068 0
0.032 0 0.068 0
0.033 0 0.068 0
0.034 0 0.068 0
0.035 0 0.068 0
-0.035 0 0.069 0
-0.034 0 0.069 0
-0.033 0 0.069 0
-0.032 0 0.069 0
-0.031 0 0.069 0
-0.03 0 0.069 0
-0.029 0 0.069 0
-0.028 0 0.069 0
-0.027 0 0.069 0
-0.026 0 0.069 0
-0.025 0 0.069 0
-0.024 0 0.069 0
-0.023 0 0.069 0
-0.022 0 0.069 0
-0.021 0 0.069 0
-0.02 0 0.069 0
-0.019 0 0.069 0
-0.018 0 0.069 0
-0.017 0 0.069 0
-0.016 0 0.069 0
-0.015 0 0.069 0
-0.014 0 0.069 0
-0.013 0 0.069 0
-0.012 0 0.069 0
-0.011 0 0.069 0
-0.01 0 0.069 0
-0.009 0 0.069 0
-0.008 0 0.069 0
-0.007 0 0.069 0
-0.006 0 0.069 0
-0.005 0 0.069 0
-0.004 0 0.069 0
-0.003 0 0.069 0
-0.002 0 0.069 -0.501895
-0.001 0 0.069 -81.5516
0 0 0.069 -52.1228
0.001 0 0.069 -0.00163195
0.002 0 0.069 0
0.003 0 0.069 0
0.004 0 0.069 0
0.005 0 0.069 0
0.006 0 0.069 0
0.007 0 0.069 0
0.008 0 0.069 0
0.009 0 0.069 0
0.01 0 0.069 0
0.011 0 0.069 0
0.012 0 0.069 0
0.013 0 0.069 0
0.014 0 0.069 0
0.015 0 0.069 0
0.016 0 0.069 0
0.017 0 0.069 0
0.018 0 0.069 0
0.019 0 0.069 0
0.02 0 0.069 0
0.021 0 0.069 0
0.022 0 0.069 0
0.023 0 0.069 0
0.024 0 0.069 0
0.025 0 0.069 0
0.026 0 0.069 0
0.027 0 0.069 0
0.028 0 0.069 0
0.029 0 0.069 0
0.03 0 0.069 0
0.031 0 0.069 0
0.032 0 0.069 0
0.033 0 0.069 0
0.034 0 0.069 0
0.035 0 0.069 0
-0.035 0 0.07 0
-0.034 0 0.07 0
-0.033 0 0.07 0
-0.032 0 0.07 0
-0.031 0 0.07 0
-0.03 0 0.07 0
-0.029 0 0.07 0
-0.028 0 0.07 0
-0.027 0 0.07 0
-0.026 0 0.07 0
-0.025 0 0.07 0
-0.024 0 0.07 0
-0.023 0 0.07 0
-0.022 0 0.07 0
-0.021 0 0.07 0
