# X, Y, Z, rho
-0.008 0 0.202 0
-0.007 0 0.202 0
-0.006 0 0.202 0
-0.005 0 0.202 0
-0.004 0 0.202 0
-0.003 0 0.202 0
-0.002 0 0.202 0
-0.001 0 0.202 0
0 0 0.202 0
0.001 0 0.202 8.63701e-09
0.002 0 0.202 2.32661e-08
0.003 0 0.202 0
0.004 0 0.202 0
0.005 0 0.202 0
0.006 0 0.202 0
0.007 0 0.202 0
0.008 0 0.202 0
0.009 0 0.202 0
0.01 0 0.202 0
0.011 0 0.202 0
0.012 0 0.202 0
0.013 0 0.202 0
0.014 0 0.202 0
0.015 0 0.202 0
0.016 0 0.202 0
0.017 0 0.202 0
0.018 0 0.202 0
0.019 0 0.202 0
0.02 0 0.202 0
0.021 0 0.202 0
0.022 0 0.202 0
0.023 0 0.202 0
0.024 0 0.202 0
0.025 0 0.202 0
0.026 0 0.202 0
0.027 0 0.202 0
0.028 0 0.202 0
0.029 0 0.202 0
0.03 0 0.202 0
0.031 0 0.202 0
0.032 0 0.202 0
0.033 0 0.202 0
0.034 0 0.202 0
0.035 0 0.202 0
-0.035 0 0.203 0
-0.034 0 0.203 0
-0.033 0 0.203 0
-0.032 0 0.203 0
-0.031 0 0.203 0
-0.03 0 0.203 0
-0.029 0 0.203 0
-0.028 0 0.203 0
-0.027 0 0.203 0
-0.026 0 0.203 0
-0.025 0 0.203 0
-0.024 0 0.203 0
-0.023 0 0.203 0
-0.022 0 0.203 0
-0.021 0 0.203 0
-0.02 0 0.203 0
-0.019 0 0.203 0
-0.018 0 0.203 0
-0.017 0 0.203 0
-0.016 0 0.203 0
-0.015 0 0.203 0
-0.014 0 0.203 0
-0.013 0 0.203 0
-0.012 0 0.203 0
-0.011 0 0.203 0
-0.01 0 0.203 0
-0.009 0 0.203 0
-0.008 0 0.203 0
-0.007 0 0.203 0
-0.006 0 0.203 0
-0.005 0 0.203 0
-0.004 0 0.203 0
-0.003 0 0.203 0
-0.002 0 0.203 0
-0.001 0 0.203 0
0 0 0.203 0
0.001 0 0.203 7.71601e-09
0.002 0 0.203 2.31695e-08
0.003 0 0.203 0
0.004 0 0.203 0
0.005 0 0.203 0
0.006 0 0.203 0
0.007 0 0.203 0
0.008 0 0.203 0
0.009 0 0.203 0
0.01 0 0.203 0
0.011 0 0.203 0
0.012 0 0.203 0
0.013 0 0.203 0
0.014 0 0.203 0
0.015 0 0.203 0
0.016 0 0.203 0
0.017 0 0.203 0
0.018 0 0.203 0
0.019 0 0.203 0
0.02 0 0.203 0
0.021 0 0.203 0
0.022 0 0.203 0
0.023 0 0.203 0
0.024 0 0.203 0
0.025 0 0.203 0
0.026 0 0.203 0
0.027 0 0.203 0
0.028 0 0.203 0
0.029 0 0.203 0
0.03 0 0.203 0
0.031 0 0.203 0
0.032 0 0.203 0
0.033 0 0.203 0
0.034 0 0.203 0
0.035 0 0.203 0
-0.035 0 0.204 0
-0.034 0 0.204 0
-0.033 0 0.204 0
-0.032 0 0.204 0
-0.031 0 0.204 0
-0.03 0 0.204 0
-0.029 0 0.204 0
-0.028 0 0.204 0
-0.027 0 0.204 0
-0.026 0 0.204 0
-0.025 0 0.204 0
-0.024 0 0.204 0
-0.023 0 0.204 0
-0.022 0 0.204 0
-0.021 0 0.204 0
-0.02 0 0.204 0
-0.019 0 0.204 0
-0.018 0 0.204 0
-0.017 0 0.204 0
-0.016 0 0.204 0
-0.015 0 0.204 0
-0.014 0 0.204 0
-0.013 0 0.204 0
-0.012 0 0.204 0
-0.011 0 0.204 0
-0.01 0 0.204 0
-0.009 0 0.204 0
-0.008 0 0.204 0
-0.007 0 0.204 0
-0.006 0 0.204 0
-0.005 0 0.204 0
-0.004 0 0.204 0
-0.003 0 0.204 0
-0.002 0 0.204 0
-0.001 0 0.204 0
0 0 0.204 0
0.001 0 0.204 6.84798e-09
0.002 0 0.204 2.30581e-08
0.003 0 0.204 1.21407e-16
0.004 0 0.204 0
0.005 0 0.204 0
0.006 0 0.204 0
0.007 0 0.204 0
0.008 0 0.204 0
0.009 0 0.204 0
0.01 0 0.204 0
0.011 0 0.204 0
0.012 0 0.204 0
0.013 0 0.204 0
0.014 0 0.204 0
0.015 0 0.204 0
0.016 0 0.204 0
0.017 0 0.204 0
0.018 0 0.204 0
0.019 0 0.204 0
0.02 0 0.204 0
0.021 0 0.204 0
0.022 0 0.204 0
0.023 0 0.204 0
0.024 0 0.204 0
0.025 0 0.204 0
0.026 0 0.204 0
0.027 0 0.204 0
0.028 0 0.204 0
0.029 0 0.204 0
0.03 0 0.204 0
0.031 0 0.204 0
0.032 0 0.204 0
0.033 0 0.204 0
0.034 0 0.204 0
0.035 0 0.204 0
-0.035 0 0.205 0
-0.034 0 0.205 0
-0.033 0 0.205 0
-0.032 0 0.205 0
-0.031 0 0.205 0
-0.03 0 0.205 0
-0.029 0 0.205 0
-0.028 0 0.205 0
-0.027 0 0.205 0
-0.026 0 0.205 0
-0.025 0 0.205 0
-0.024 0 0.205 0
-0.023 0 0.205 0
-0.022 0 0.205 0
-0.021 0 0.205 0
-0.02 0 0.205 0
-0.019 0 0.205 0
-0.018 0 0.205 0
-0.017 0 0.205 0
-0.016 0 0.205 0
-0.015 0 0.205 0
-0.014 0 0.205 0
-0.013 0 0.205 0
-0.012 0 0.205 0
-0.011 0 0.205 0
-0.01 0 0.205 0
-0.009 0 0.205 0
-0.008 0 0.205 0
-0.007 0 0.205 0
-0.006 0 0.205 0
-0.005 0 0.205 0
-0.004 0 0.205 0
-0.003 0 0.205 0
-0.002 0 0.205 0
-0.001 0 0.205 0
0 0 0.205 0
0.001 0 0.205 6.02994e-09
0.002 0 0.205 2.29332e-08
0.003 0 0.205 1.48347e-14
0.004 0 0.205 0
0.005 0 0.205 0
0.006 0 0.205 0
0.007 0 0.205 0
0.008 0 0.205 0
0.009 0 0.205 0
0.01 0 0.205 0
0.011 0 0.205 0
0.012 0 0.205 0
0.013 0 0.205 0
0.014 0 0.205 0
0.015 0 0.205 0
0.016 0 0.205 0
0.017 0 0.205 0
0.018 0 0.205 0
0.019 0 0.205 0
0.02 0 0.205 0
0.021 0 0.205 0
0.022 0 0.205 0
0.023 0 0.205 0
0.024 0 0.205 0
0.025 0 0.205 0
0.026 0 0.205 0
0.027 0 0.205 0
0.028 0 0.205 0
0.029 0 0.205 0
0.03 0 0.205 0
0.031 0 0.205 0
0.032 0 0.205 0
0.033 0 0.205 0
0.034 0 0.205 0
0.035 0 0.205 0
-0.035 0 0.206 0
-0.034 0 0.206 0
-0.033 0 0.206 0
-0.032 0 0.206 0
-0.031 0 0.206 0
-0.03 0 0.206 0
-0.029 0 0.206 0
-0.028 0 0.206 0
-0.027 0 0.206 0
-0.026 0 0.206 0
-0.025 0 0.206 0
-0.024 0 0.206 0
-0.023 0 0.206 0
-0.022 0 0.206 0
-0.021 0 0.206 0
-0.02 0 0.206 0
-0.019 0 0.206 0
-0.018 0 0.206 0
-0.017 0 0.206 0
-0.016 0 0.206 0
-0.015 0 0.206 0
-0.014 0 0.206 0
-0.013 0 0.206 0
-0.012 0 0.206 0
-0.011 0 0.206 0
-0.01 0 0.206 0
-0.009 0 0.206 0
-0.008 0 0.206 0
-0.007 0 0.206 0
-0.006 0 0.206 0
-0.005 0 0.206 0
-0.004 0 0.206 0
-0.003 0 0.206 0
-0.002 0 0.206 0
-0.001 0 0.206 0
0 0 0.206 0
0.001 0 0.206 5.25914e-09
0.002 0 0.206 2.27954e-08
0.003 0 0.206 2.20585e-13
0.004 0 0.206 0
0.005 0 0.206 0
0.006 0 0.206 0
0.007 0 0.206 0
0.008 0 0.206 0
0.009 0 0.206 0
0.01 0 0.206 0
0.011 0 0.206 0
0.012 0 0.206 0
0.013 0 0.206 0
0.014 0 0.206 0
0.015 0 0.206 0
0.016 0 0.206 0
0.017 0 0.206 0
0.018 0 0.206 0
0.019 0 0.206 0
0.02 0 0.206 0
0.021 0 0.206 0
0.022 0 0.206 0
0.023 0 0.206 0
0.024 0 0.206 0
0.025 0 0.206 0
0.026 0 0.206 0
0.027 0 0.206 0
0.028 0 0.206 0
0.029 0 0.206 0
0.03 0 0.206 0
0.031 0 0.206 0
0.032 0 0.206 0
0.033 0 0.206 0
0.034 0 0.206 0
0.035 0 0.206 0
-0.035 0 0.207 0
-0.034 0 0.207 0
-0.033 0 0.207 0
-0.032 0 0.207 0
-0.031 0 0.207 0
-0.03 0 0.207 0
-0.029 0 0.207 0
-0.028 0 0.207 0
-0.027 0 0.207 0
-0.026 0 0.207 0
-0.025 0 0.207 0
-0.024 0 0.207 0
-0.023 0 0.207 0
-0.022 0 0.207 0
-0.021 0 0.207 0
-0.02 0 0.207 0
-0.019 0 0.207 0
-0.018 0 0.207 0
-0.017 0 0.207 0
-0.016 0 0.207 0
-0.015 0 0.207 0
-0.014 0 0.207 0
-0.013 0 0.207 0
-0.012 0 0.207 0
-0.011 0 0.207 0
-0.01 0 0.207 0
-0.009 0 0.207 0
-0.008 0 0.207 0
-0.007 0 0.207 0
-0.006 0 0.207 0
-0.005 0 0.207 0
-0.004 0 0.207 0
-0.003 0 0.207 0
-0.002 0 0.207 0
-0.001 0 0.207 0
0 0 0.207 0
0.001 0 0.207 4.53385e-09
0.002 0 0.207 2.26442e-08
0.003 0 0.207 1.37554e-12
0.004 0 0.207 0
0.005 0 0.207 0
0.006 0 0.207 0
0.007 0 0.207 0
0.008 0 0.207 0
0.009 0 0.207 0
0.01 0 0.207 0
0.011 0 0.207 0
0.012 0 0.207 0
0.013 0 0.207 0
0.014 0 0.207 0
0.015 0 0.207 0
0.016 0 0.207 0
0.017 0 0.207 0
0.018 0 0.207 0
0.019 0 0.207 0
0.02 0 0.207 0
0.021 0 0.207 0
0.022 0 0.207 0
0.023 0 0.207 0
0.024 0 0.207 0
0.025 0 0.207 0
0.026 0 0.207 0
0.027 0 0.207 0
0.028 0 0.207 0
0.029 0 0.207 0
0.03 0 0.207 0
0.031 0 0.207 0
0.032 0 0.207 0
0.033 0 0.207 0
0.034 0 0.207 0
0.035 0 0.207 0
-0.035 0 0.208 0
-0.034 0 0.208 0
-0.033 0 0.208 0
-0.032 0 0.208 0
-0.031 0 0.208 0
-0.03 0 0.208 0
-0.029 0 0.208 0
-0.028 0 0.208 0
-0.027 0 0.208 0
-0.026 0 0.208 0
-0.025 0 0.208 0
-0.024 0 0.208 0
-0.023 0 0.208 0
-0.022 0 0.208 0
-0.021 0 0.208 0
-0.02 0 0.208 0
-0.019 0 0.208 0
-0.018 0 0.208 0
-0.017 0 0.208 0
-0.016 0 0.208 0
-0.015 0 0.208 0
-0.014 0 0.208 0
-0.013 0 0.208 0
-0.012 0 0.208 0
-0.011 0 0.208 0
-0.01 0 0.208 0
-0.009 0 0.208 0
-0.008 0 0.208 0
-0.007 0 0.208 0
-0.006 0 0.208 0
-0.005 0 0.208 0
-0.004 0 0.208 0
-0.003 0 0.208 0
-0.002 0 0.208 0
-0.001 0 0.208 0
0 0 0.208 0
0.001 0 0.208 3.85321e-09
0.002 0 0.208 2.24774e-08
0.003 0 0.208 5.08603e-12
0.004 0 0.208 0
0.005 0 0.208 0
0.006 0 0.208 0
0.007 0 0.208 0
0.008 0 0.208 0
0.009 0 0.208 0
0.01 0 0.208 0
0.011 0 0.208 0
0.012 0 0.208 0
0.013 0 0.208 0
0.014 0 0.208 0
0.015 0 0.208 0
0.016 0 0.208 0
0.017 0 0.208 0
0.018 0 0.208 0
0.019 0 0.208 0
0.02 0 0.208 0
0.021 0 0.208 0
0.022 0 0.208 0
0.023 0 0.208 0
0.024 0 0.208 0
0.025 0 0.208 0
0.026 0 0.208 0
0.027 0 0.208 0
0.028 0 0.208 0
0.029 0 0.208 0
0.03 0 0.208 0
0.031 0 0.208 0
0.032 0 0.208 0
0.033 0 0.208 0
0.034 0 0.208 0
0.035 0 0.208 0
-0.035 0 0.209 0
-0.034 0 0.209 0
-0.033 0 0.209 0
-0.032 0 0.209 0
-0.031 0 0.209 0
-0.03 0 0.209 0
-0.029 0 0.209 0
-0.028 0 0.209 0
-0.027 0 0.209 0
-0.026 0 0.209 0
-0.025 0 0.209 0
-0.024 0 0.209 0
-0.023 0 0.209 0
-0.022 0 0.209 0
-0.021 0 0.209 0
-0.02 0 0.209 0
-0.019 0 0.209 0
-0.018 0 0.209 0
-0.017 0 0.209 0
-0.016 0 0.209 0
-0.015 0 0.209 0
-0.014 0 0.209 0
-0.013 0 0.209 0
-0.012 0 0.209 0
-0.011 0 0.209 0
-0.01 0 0.209 0
-0.009 0 0.209 0
-0.008 0 0.209 0
-0.007 0 0.209 0
-0.006 0 0.209 0
-0.005 0 0.209 0
-0.004 0 0.209 0
-0.003 0 0.209 0
-0.002 0 0.209 0
-0.001 0 0.209 0
0 0 0.209 0
0.001 0 0.209 3.21753e-09
0.002 0 0.209 2.22914e-08
0.003 0 0.209 1.37812e-11
0.004 0 0.209 0
0.005 0 0.209 0
0.006 0 0.209 0
0.007 0 0.209 0
0.008 0 0.209 0
0.009 0 0.209 0
0.01 0 0.209 0
0.011 0 0.209 0
0.012 0 0.209 0
0.013 0 0.209 0
0.014 0 0.209 0
0.015 0 0.209 0
0.016 0 0.209 0
0.017 0 0.209 0
0.018 0 0.209 0
0.019 0 0.209 0
0.02 0 0.209 0
0.021 0 0.209 0
0.022 0 0.209 0
0.023 0 0.209 0
0.024 0 0.209 0
0.025 0 0.209 0
0.026 0 0.209 0
0.027 0 0.209 0
0.028 0 0.209 0
0.029 0 0.209 0
0.03 0 0.209 0
0.031 0 0.209 0
0.032 0 0.209 0
0.033 0 0.209 0
0.034 0 0.209 0
0.035 0 0.209 0
-0.035 0 0.21 0
-0.034 0 0.21 0
-0.033 0 0.21 0
-0.032 0 0.21 0
-0.031 0 0.21 0
-0.03 0 0.21 0
-0.029 0 0.21 0
-0.028 0 0.21 0
-0.027 0 0.21 0
-0.026 0 0.21 0
-0.025 0 0.21 0
-0.024 0 0.21 0
-0.023 0 0.21 0
-0.022 0 0.21 0
-0.021 0 0.21 0
-0.02 0 0.21 0
-0.019 0 0.21 0
-0.018 0 0.21 0
-0.017 0 0.21 0
-0.016 0 0.21 0
-0.015 0 0.21 0
-0.014 0 0.21 0
-0.013 0 0.21 0
-0.012 0 0.21 0
-0.011 0 0.21 0
-0.01 0 0.21 0
-0.009 0 0.21 0
-0.008 0 0.21 0
-0.007 0 0.21 0
-0.006 0 0.21 0
-0.005 0 0.21 0
-0.004 0 0.21 0
-0.003 0 0.21 0
-0.002 0 0.21 0
-0.001 0 0.21 0
0 0 0.21 0
0.001 0 0.21 2.62817e-09
0.002 0 0.21 2.20798e-08
0.003 0 0.21 3.10812e-11
0.004 0 0.21 0
0.005 0 0.21 0
0.006 0 0.21 0
0.007 0 0.21 0
0.008 0 0.21 0
0.009 0 0.21 0
0.01 0 0.21 0
0.011 0 0.21 0
0.012 0 0.21 0
0.013 0 0.21 0
0.014 0 0.21 0
0.015 0 0.21 0
0.016 0 0.21 0
0.017 0 0.21 0
0.018 0 0.21 0
0.019 0 0.21 0
0.02 0 0.21 0
0.021 0 0.21 0
0.022 0 0.21 0
0.023 0 0.21 0
0.024 0 0.21 0
0.025 0 0.21 0
0.026 0 0.21 0
0.027 0 0.21 0
0.028 0 0.21 0
0.029 0 0.21 0
0.03 0 0.21 0
0.031 0 0.21 0
0.032 0 0.21 0
0.033 0 0.21 0
0.034 0 0.21 0
0.035 0 0.21 0
-0.035 0 0.211 0
-0.034 0 0.211 0
-0.033 0 0.211 0
-0.032 0 0.211 0
-0.031 0 0.211 0
-0.03 0 0.211 0
-0.029 0 0.211 0
-0.028 0 0.211 0
-0.027 0 0.211 0
-0.026 0 0.211 0
-0.025 0 0.211 0
-0.024 0 0.211 0
-0.023 0 0.211 0
-0.022 0 0.211 0
-0.021 0 0.211 0
-0.02 0 0.211 0
-0.019 0 0.211 0
-0.018 0 0.211 0
-0.017 0 0.211 0
-0.016 0 0.211 0
-0.015 0 0.211 0
-0.014 0 0.211 0
-0.013 0 0.211 0
-0.012 0 0.211 0
-0.011 0 0.211 0
-0.01 0 0.211 0
-0.009 0 0.211 0
-0.008 0 0.211 0
-0.007 0 0.211 0
-0.006 0 0.211 0
-0.005 0 0.211 0
-0.004 0 0.211 0
-0.003 0 0.211 0
-0.002 0 0.211 0
-0.001 0 0.211 0
0 0 0.211 0
0.001 0 0.211 2.08872e-09
0.002 0 0.211 2.18316e-08
0.003 0 0.211 6.26197e-11
0.004 0 0.211 0
0.005 0 0.211 0
0.006 0 0.211 0
0.007 0 0.211 0
0.008 0 0.211 0
0.009 0 0.211 0
0.01 0 0.211 0
0.011 0 0.211 0
0.012 0 0.211 0
0.013 0 0.211 0
0.014 0 0.211 0
0.015 0 0.211 0
0.016 0 0.211 0
0.017 0 0.211 0
0.018 0 0.211 0
0.019 0 0.211 0
0.02 0 0.211 0
0.021 0 0.211 0
0.022 0 0.211 0
0.023 0 0.211 0
0.024 0 0.211 0
0.025 0 0.211 0
0.026 0 0.211 0
0.027 0 0.211 0
0.028 0 0.211 0
0.029 0 0.211 0
0.03 0 0.211 0
0.031 0 0.211 0
0.032 0 0.211 0
0.033 0 0.211 0
0.034 0 0.211 0
0.035 0 0.211 0
-0.035 0 0.212 0
-0.034 0 0.212 0
-0.033 0 0.212 0
-0.032 0 0.212 0
-0.031 0 0.212 0
-0.03 0 0.212 0
-0.029 0 0.212 0
-0.028 0 0.212 0
-0.027 0 0.212 0
-0.026 0 0.212 0
-0.025 0 0.212 0
-0.024 0 0.212 0
-0.023 0 0.212 0
-0.022 0 0.212 0
-0.021 0 0.212 0
-0.02 0 0.212 0
-0.019 0 0.212 0
-0.018 0 0.212 0
-0.017 0 0.212 0
-0.016 0 0.212 0
-0.015 0 0.212 0
-0.014 0 0.212 0
-0.013 0 0.212 0
-0.012 0 0.212 0
-0.011 0 0.212 0
-0.01 0 0.212 0
-0.009 0 0.212 0
-0.008 0 0.212 0
-0.007 0 0.212 0
-0.006 0 0.212 0
-0.005 0 0.212 0
-0.004 0 0.212 0
-0.003 0 0.212 0
-0.002 0 0.212 0
-0.001 0 0.212 0
0 0 0.212 0
0.001 0 0.212 1.60691e-09
0.002 0 0.212 2.15279e-08
0.003 0 0.212 1.18241e-10
0.004 0 0.212 0
0.005 0 0.212 0
0.006 0 0.212 0
0.007 0 0.212 0
0.008 0 0.212 0
0.009 0 0.212 0
0.01 0 0.212 0
0.011 0 0.212 0
0.012 0 0.212 0
0.013 0 0.212 0
0.014 0 0.212 0
0.015 0 0.212 0
0.016 0 0.212 0
0.017 0 0.212 0
0.018 0 0.212 0
0.019 0 0.212 0
0.02 0 0.212 0
0.021 0 0.212 0
0.022 0 0.212 0
0.023 0 0.212 0
0.024 0 0.212 0
0.025 0 0.212 0
0.026 0 0.212 0
0.027 0 0.212 0
0.028 0 0.212 0
0.029 0 0.212 0
0.03 0 0.212 0
0.031 0 0.212 0
0.032 0 0.212 0
0.033 0 0.212 0
0.034 0 0.212 0
0.035 0 0.212 0
-0.035 0 0.213 0
-0.034 0 0.213 0
-0.033 0 0.213 0
-0.032 0 0.213 0
-0.031 0 0.213 0
-0.03 0 0.213 0
-0.029 0 0.213 0
-0.028 0 0.213 0
-0.027 0 0.213 0
-0.026 0 0.213 0
-0.025 0 0.213 0
-0.024 0 0.213 0
-0.023 0 0.213 0
-0.022 0 0.213 0
-0.021 0 0.213 0
-0.02 0 0.213 0
-0.019 0 0.213 0
-0.018 0 0.213 0
-0.017 0 0.213 0
-0.016 0 0.213 0
-0.015 0 0.213 0
-0.014 0 0.213 0
-0.013 0 0.213 0
-0.012 0 0.213 0
-0.011 0 0.213 0
-0.01 0 0.213 0
-0.009 0 0.213 0
-0.008 0 0.213 0
-0.007 0 0.213 0
-0.006 0 0.213 0
-0.005 0 0.213 0
-0.004 0 0.213 0
-0.003 0 0.213 0
-0.002 0 0.213 0
-0.001 0 0.213 0
0 0 0.213 0
0.001 0 0.213 1.19464e-09
0.002 0 0.213 2.11415e-08
0.003 0 0.213 2.12144e-10
0.004 0 0.213 0
0.005 0 0.213 0
0.006 0 0.213 0
0.007 0 0.213 0
0.008 0 0.213 0
0.009 0 0.213 0
0.01 0 0.213 0
0.011 0 0.213 0
0.012 0 0.213 0
0.013 0 0.213 0
0.014 0 0.213 0
0.015 0 0.213 0
0.016 0 0.213 0
0.017 0 0.213 0
0.018 0 0.213 0
0.019 0 0.213 0
0.02 0 0.213 0
0.021 0 0.213 0
0.022 0 0.213 0
0.023 0 0.213 0
0.024 0 0.213 0
0.025 0 0.213 0
0.026 0 0.213 0
0.027 0 0.213 0
0.028 0 0.213 0
0.029 0 0.213 0
0.03 0 0.213 0
0.031 0 0.213 0
0.032 0 0.213 0
0.033 0 0.213 0
0.034 0 0.213 0
0.035 0 0.213 0
-0.035 0 0.214 0
-0.034 0 0.214 0
-0.033 0 0.214 0
-0.032 0 0.214 0
-0.031 0 0.214 0
-0.03 0 0.214 0
-0.029 0 0.214 0
-0.028 0 0.214 0
-0.027 0 0.214 0
-0.026 0 0.214 0
-0.025 0 0.214 0
-0.024 0 0.214 0
-0.023 0 0.214 0
-0.022 0 0.214 0
-0.021 0 0.214 0
-0.02 0 0.214 0
-0.019 0 0.214 0
-0.018 0 0.214 0
-0.017 0 0.214 0
-0.016 0 0.214 0
-0.015 0 0.214 0
-0.014 0 0.214 0
-0.013 0 0.214 0
-0.012 0 0.214 0
-0.011 0 0.214 0
-0.01 0 0.214 0
-0.009 0 0.214 0
-0.008 0 0.214 0
-0.007 0 0.214 0
-0.006 0 0.214 0
-0.005 0 0.214 0
-0.004 0 0.214 0
-0.003 0 0.214 0
-0.002 0 0.214 0
-0.001 0 0.214 0
0 0 0.214 0
0.001 0 0.214 8.61792e-10
0.002 0 0.214 2.06506e-08
0.003 0 0.214 3.55552e-10
0.004 0 0.214 0
0.005 0 0.214 0
0.006 0 0.214 0
0.007 0 0.214 0
0.008 0 0.214 0
0.009 0 0.214 0
0.01 0 0.214 0
0.011 0 0.214 0
0.012 0 0.214 0
0.013 0 0.214 0
0.014 0 0.214 0
0.015 0 0.214 0
0.016 0 0.214 0
0.017 0 0.214 0
0.018 0 0.214 0
0.019 0 0.214 0
0.02 0 0.214 0
0.021 0 0.214 0
0.022 0 0.214 0
0.023 0 0.214 0
0.024 0 0.214 0
0.025 0 0.214 0
0.026 0 0.214 0
0.027 0 0.214 0
0.028 0 0.214 0
0.029 0 0.214 0
0.03 0 0.214 0
0.031 0 0.214 0
0.032 0 0.214 0
0.033 0 0.214 0
0.034 0 0.214 0
0.035 0 0.214 0
-0.035 0 0.215 0
-0.034 0 0.215 0
-0.033 0 0.215 0
-0.032 0 0.215 0
-0.031 0 0.215 0
-0.03 0 0.215 0
-0.029 0 0.215 0
-0.028 0 0.215 0
-0.027 0 0.215 0
-0.026 0 0.215 0
-0.025 0 0.215 0
-0.024 0 0.215 0
-0.023 0 0.215 0
-0.022 0 0.215 0
-0.021 0 0.215 0
-0.02 0 0.215 0
-0.019 0 0.215 0
-0.018 0 0.215 0
-0.017 0 0.215 0
-0.016 0 0.215 0
-0.015 0 0.215 0
-0.014 0 0.215 0
-0.013 0 0.215 0
-0.012 0 0.215 0
-0.011 0 0.215 0
-0.01 0 0.215 0
-0.009 0 0.215 0
-0.008 0 0.215 0
-0.007 0 0.215 0
-0.006 0 0.215 0
-0.005 0 0.215 0
-0.004 0 0.215 0
-0.003 0 0.215 0
-0.002 0 0.215 0
-0.001 0 0.215 0
0 0 0.215 0
0.001 0 0.215 6.07269e-10
0.002 0 0.215 2.00557e-08
0.003 0 0.215 5.4826e-10
0.004 0 0.215 0
0.005 0 0.215 0
0.006 0 0.215 0
0.007 0 0.215 0
0.008 0 0.215 0
0.009 0 0.215 0
0.01 0 0.215 0
0.011 0 0.215 0
0.012 0 0.215 0
0.013 0 0.215 0
0.014 0 0.215 0
0.015 0 0.215 0
0.016 0 0.215 0
0.017 0 0.215 0
0.018 0 0.215 0
0.019 0 0.215 0
0.02 0 0.215 0
0.021 0 0.215 0
0.022 0 0.215 0
0.023 0 0.215 0
0.024 0 0.215 0
0.025 0 0.215 0
0.026 0 0.215 0
0.027 0 0.215 0
0.028 0 0.215 0
0.029 0 0.215 0
0.03 0 0.215 0
0.031 0 0.215 0
0.032 0 0.215 0
0.033 0 0.215 0
0.034 0 0.215 0
0.035 0 0.215 0
-0.035 0 0.216 0
-0.034 0 0.216 0
-0.033 0 0.216 0
-0.032 0 0.216 0
-0.031 0 0.216 0
-0.03 0 0.216 0
-0.029 0 0.216 0
-0.028 0 0.216 0
-0.027 0 0.216 0
-0.026 0 0.216 0
-0.025 0 0.216 0
-0.024 0 0.216 0
-0.023 0 0.216 0
-0.022 0 0.216 0
-0.021 0 0.216 0
-0.02 0 0.216 0
-0.019 0 0.216 0
-0.018 0 0.216 0
-0.017 0 0.216 0
-0.016 0 0.216 0
-0.015 0 0.216 0
-0.014 0 0.216 0
-0.013 0 0.216 0
-0.012 0 0.216 0
-0.011 0 0.216 0
-0.01 0 0.216 0
-0.009 0 0.216 0
-0.008 0 0.216 0
-0.007 0 0.216 0
-0.006 0 0.216 0
-0.005 0 0.216 0
-0.004 0 0.216 0
-0.003 0 0.216 0
-0.002 0 0.216 0
-0.001 0 0.216 0
0 0 0.216 0
0.001 0 0.216 4.19564e-10
0.002 0 0.216 1.9377e-08
0.003 0 0.216 7.80326e-10
0.004 0 0.216 0
0.005 0 0.216 0
0.006 0 0.216 0
0.007 0 0.216 0
0.008 0 0.216 0
0.009 0 0.216 0
0.01 0 0.216 0
0.011 0 0.216 0
0.012 0 0.216 0
0.013 0 0.216 0
0.014 0 0.216 0
0.015 0 0.216 0
0.016 0 0.216 0
0.017 0 0.216 0
0.018 0 0.216 0
0.019 0 0.216 0
0.02 0 0.216 0
0.021 0 0.216 0
0.022 0 0.216 0
0.023 0 0.216 0
0.024 0 0.216 0
0.025 0 0.216 0
0.026 0 0.216 0
0.027 0 0.216 0
0.028 0 0.216 0
0.029 0 0.216 0
0.03 0 0.216 0
0.031 0 0.216 0
0.032 0 0.216 0
0.033 0 0.216 0
0.034 0 0.216 0
0.035 0 0.216 0
-0.035 0 0.217 0
-0.034 0 0.217 0
-0.033 0 0.217 0
-0.032 0 0.217 0
-0.031 0 0.217 0
-0.03 0 0.217 0
-0.029 0 0.217 0
-0.028 0 0.217 0
-0.027 0 0.217 0
-0.026 0 0.217 0
-0.025 0 0.217 0
-0.024 0 0.217 0
-0.023 0 0.217 0
-0.022 0 0.217 0
-0.021 0 0.217 0
-0.02 0 0.217 0
-0.019 0 0.217 0
-0.018 0 0.217 0
-0.017 0 0.217 0
-0.016 0 0.217 0
-0.015 0 0.217 0
-0.014 0 0.217 0
-0.013 0 0.217 0
-0.012 0 0.217 0
-0.011 0 0.217 0
-0.01 0 0.217 0
-0.009 0 0.217 0
-0.008 0 0.217 0
-0.007 0 0.217 0
-0.006 0 0.217 0
-0.005 0 0.217 0
-0.004 0 0.217 0
-0.003 0 0.217 0
-0.002 0 0.217 0
-0.001 0 0.217 0
0 0 0.217 0
0.001 0 0.217 2.84488e-10
0.002 0 0.217 1.86403e-08
0.003 0 0.217 1.0393e-09
0.004 0 0.217 0
0.005 0 0.217 0
0.006 0 0.217 0
0.007 0 0.217 0
0.008 0 0.217 0
0.009 0 0.217 0
0.01 0 0.217 0
0.011 0 0.217 0
0.012 0 0.217 0
0.013 0 0.217 0
0.014 0 0.217 0
0.015 0 0.217 0
0.016 0 0.217 0
0.017 0 0.217 0
0.018 0 0.217 0
0.019 0 0.217 0
0.02 0 0.217 0
0.021 0 0.217 0
0.022 0 0.217 0
0.023 0 0.217 0
0.024 0 0.217 0
0.025 0 0.217 0
0.026 0 0.217 0
